YEAR,MO,DY,Temprature,Humidity,Rainfall,Wind
2021,9,9,23.76,18.25,6.99,7.2
2021,9,10,24.26,18.46,10.14,7.15
2021,9,11,24.54,19.09,25.23,6.54
2021,9,12,24.53,19.35,31.44,5.64
2021,9,13,23.74,18.83,52.48,6.11
2021,9,14,23.37,18.12,22.01,6.27
2021,9,15,23.44,17.81,2.72,5.49
2021,9,16,23.54,17.74,1.17,5.26
2021,9,17,22.92,17.3,1.06,3.93
2021,9,18,23.37,17.42,4.38,3.94
2021,9,19,24.04,18.09,7.74,4.1
2021,9,20,23.99,18.17,6.15,3.95
2021,9,21,23.93,18.15,18.23,4.43
2021,9,22,23.48,18.06,25.63,4.07
2021,9,23,23.74,17.93,10.74,3.52
2021,9,24,23.86,17.89,9.32,3.1
2021,9,25,23.69,17.6,0.83,2.98
2021,9,26,23.25,17.42,2.15,2.9
2021,9,27,23.27,17.78,18.1,3.28
2021,9,28,23.15,17.69,46.14,2.86
2021,9,29,22.31,17.06,44.26,7.13
2021,9,30,23.66,17.68,4.34,3.15
2021,10,1,24.62,18.13,3.02,1.53
2021,10,2,24.93,18.4,1.69,1.99
2021,10,3,24.49,18.51,1.03,1.58
2021,10,4,25.02,18.82,1.61,1.84
2021,10,5,25.05,18.86,0.71,2.06
2021,10,6,24.94,19.14,3.52,2.04
2021,10,7,25.78,19.01,4.64,2.4
2021,10,8,25.39,19.29,3.85,2.24
2021,10,9,24.57,18.89,8.65,1.44
2021,10,10,23.96,18.01,10.96,1.74
2021,10,11,24.41,17.5,1.25,1.46
2021,10,12,24.84,17.99,4.16,1.8
2021,10,13,24.68,17.12,1.18,2.51
2021,10,14,24.27,16.42,0,2.72
2021,10,15,23.49,15.29,0,3.16
2021,10,16,23.19,14.4,0.16,2.18
2021,10,17,24.07,17.24,2.65,2.18
2021,10,18,22.8,16,0.19,3.14
2021,10,19,20.89,13.4,0.1,2.41
2021,10,20,21.31,12.1,0,1.55
2021,10,21,21.58,12.27,0,1.98
2021,10,22,21.55,11.83,0,1.86
2021,10,23,20.73,12.35,0,1.96
2021,10,24,20.55,12.82,0,1.75
2021,10,25,21.12,13.24,0,2.12
2021,10,26,21.14,12.4,0,2.25
2021,10,27,21.43,12.36,0,3.27
2021,10,28,21.22,12.94,0,3.62
2021,10,29,20.43,11.31,0,3.93
2021,10,30,19.85,10.58,0,4.24
2021,10,31,20.19,11.22,0,3.59
2021,11,1,20.82,11.83,0,2.8
2021,11,2,21.41,12.43,0,2.74
2021,11,3,21.32,12.58,0,3.03
2021,11,4,22.29,14.69,0.08,2.72
2021,11,5,23.49,15.41,5.73,2.43
2021,11,6,22.65,15.2,7.54,2.27
2021,11,7,21.83,14.65,0.06,2.48
2021,11,8,20.81,11.79,0,4.01
2021,11,9,19.59,10.55,0,4.44
2021,11,10,19.27,9.9,0,3.97
2021,11,11,19.28,9.68,0,4.33
2021,11,12,19.48,9.7,0,4.24
2021,11,13,21.95,13.93,0,3.81
2021,11,14,22.94,14.98,0,2.95
2021,11,15,23.31,15.97,0,2.61
2021,11,16,23.19,16.18,0.19,4.33
2021,11,17,23.76,16.72,0.77,4.33
2021,11,18,24.04,17.04,1.42,2.65
2021,11,19,23.72,16.74,6.55,2.27
2021,11,20,24.19,17.15,0.76,3.11
2021,11,21,24.77,17.69,3.65,3.49
2021,11,22,24.2,17.19,5.28,2.25
2021,11,23,24.21,16.97,0.4,2.16
2021,11,24,23.88,15.65,0,2.44
2021,11,25,22.77,13.85,0,2.17
2021,11,26,22.33,12.26,0,2.5
2021,11,27,21.33,11.72,0,2.46
2021,11,28,19.41,9.93,0,4.22
2021,11,29,19.55,10.26,0,4.52
2021,11,30,19.93,12.31,0.08,4.31
2021,12,1,18.15,12.32,59.77,4.49
2021,12,2,17.63,11.39,9.91,5.41
2021,12,3,19.39,13.02,0.82,3.93
2021,12,4,19.42,12.89,0.04,3.43
2021,12,5,19.53,12.46,0,2.24
2021,12,6,19.96,12.52,0,2.43
2021,12,7,20.04,11.77,0,3.65
2021,12,8,19.8,11.39,0,3.27
2021,12,9,19.96,11.23,0,2.44
2021,12,10,19.77,11.38,0,3.39
2021,12,11,20.16,11.98,0,3.09
2021,12,12,20.32,11.47,0,2.83
2021,12,13,20.11,11.52,0,2.35
2021,12,14,19.59,10.92,0,1.86
2021,12,15,19.82,11.37,0,2.37
2021,12,16,19.19,11.18,0,2.39
2021,12,17,18.94,10.82,0,2.42
2021,12,18,18.9,10.1,0,3.33
2021,12,19,17.94,9.34,0,3.58
2021,12,20,18,8.51,0,2.46
2021,12,21,17.98,8.09,0,2.6
2021,12,22,19.32,8,0,1.58
2021,12,23,18.77,8.23,0,2.35
2021,12,24,18.95,8.04,0,1.86
2021,12,25,18.59,8.92,0,1.93
2021,12,26,18.94,9.38,0,2.29
2021,12,27,19.89,8.62,0,1.93
2021,12,28,19.37,9.07,0,2.44
2021,12,29,17.81,9.1,0.01,2.6
2021,12,30,17.97,9.94,0,4.93
2021,12,31,19.59,10.94,0,4.32
2022,1,1,20.13,10.81,0,3.22
2022,1,2,20.61,11.05,0,2.31
2022,1,3,20.45,11.19,0,2.92
2022,1,4,21.28,10.25,0,2.16
2022,1,5,20.28,10.28,0,2.91
2022,1,6,20.22,11.25,0,1.97
2022,1,7,19.49,10.99,0,3.49
2022,1,8,18.84,11.51,0.98,2.33
2022,1,9,17.2,8.88,0.28,2.42
2022,1,10,15.92,7.08,0,2.83
2022,1,11,16.68,8.68,0,2.87
2022,1,12,16.34,7.67,0,2.6
2022,1,13,17.42,9.43,0,3.28
2022,1,14,18.85,10.55,0.03,2.32
2022,1,15,18.6,9.01,0,3.54
2022,1,16,20,9.56,0,3.57
2022,1,17,20.06,10.26,0,3.01
2022,1,18,20.46,8.77,0,2.64
2022,1,19,20.37,8.1,0,2.63
2022,1,20,20.21,7.48,0,2.93
2022,1,21,19.49,10.28,0,3.28
2022,1,22,19.55,11.86,0.01,5.32
2022,1,23,15.04,7.02,0,4.2
2022,1,24,12.99,3.94,0,2.4
2022,1,25,13.88,4.18,0,2.72
2022,1,26,15.55,4.9,0,2.77
2022,1,27,16.49,4.78,0,3.93
2022,1,28,17.62,5.12,0,3.9
2022,1,29,19.3,5.18,0,2.88
2022,1,30,19.76,5.01,0,2.14
2022,1,31,19.59,4.72,0,2.52
2022,2,1,20.83,5.53,0,2.15
2022,2,2,21.29,6.34,0,2.55
2022,2,3,18.99,8.19,0,4.4
2022,2,4,18.78,6.8,0,2.67
2022,2,5,18.88,3.84,0,2.41
2022,2,6,19.96,4.81,0,3.54
2022,2,7,20.67,6.16,0,2.11
2022,2,8,19.99,8.58,0,2.44
2022,2,9,19.72,7.93,0,2.58
2022,2,10,20.65,5.5,0,3.5
2022,2,11,21.18,4.74,0,4.26
2022,2,12,21.55,4.36,0,3.46
2022,2,13,21.99,5.05,0,2.57
2022,2,14,21.52,5.97,0,3.23
2022,2,15,20.69,7.23,0,2.93
2022,2,16,20.67,7.37,0,2.22
2022,2,17,21.68,7.85,0,2.48
2022,2,18,22.39,8.08,0,2.91
2022,2,19,23.7,7.85,0,2.51
2022,2,20,23.67,5.64,0,2.97
2022,2,21,23.66,3.83,0,2.92
2022,2,22,24.63,4.7,0,2.28
2022,2,23,25.61,5.43,0,2.45
2022,2,24,25.27,5.76,0,2.76
2022,2,25,25.5,5.26,0,2.52
2022,2,26,25.43,5.8,0,2.44
2022,2,27,24.75,4.86,0,2.65
2022,2,28,24.72,4.09,0,3.11
2022,3,1,25.25,4.44,0,2.66
2022,3,2,25.8,5.35,0,3.17
2022,3,3,26.27,5.26,0,3.54
2022,3,4,26.14,4.88,0,3.31
2022,3,5,26.32,4.9,0,2.71
2022,3,6,26.82,5.6,0,3.01
2022,3,7,27.67,6.65,0.06,2.92
2022,3,8,28,8.21,2.53,2.63
2022,3,9,27.02,9.19,1.18,2.22
2022,3,10,27.13,7.86,0.01,2.28
2022,3,11,28.38,7.46,0.51,1.7
2022,3,12,28.06,6.22,0.02,3.43
2022,3,13,27.04,3.8,0,3.85
2022,3,14,27.76,4.02,0,2.73
2022,3,15,28.88,4.74,0,3.13
2022,3,16,28.71,4.83,0,3.71
2022,3,17,29.32,5.19,0,3.3
2022,3,18,29.51,4.96,0,3.85
2022,3,19,29.05,5.47,0,3.73
2022,3,20,28.29,6.53,0,3.02
2022,3,21,28.24,6.34,0,3.54
2022,3,22,29.45,5.54,0,3.83
2022,3,23,30.17,5.07,0,3.26
2022,3,24,29.94,5.39,0,3.5
2022,3,25,29.39,7.27,0,2.55
2022,3,26,29.34,7.62,0,2.57
2022,3,27,29.71,8.77,0,2.43
2022,3,28,29.93,8.24,0,2.98
2022,3,29,29.99,5.96,0,3.63
2022,3,30,29.83,5.38,0,3.53
2022,3,31,28.61,5.48,0,3.42
2022,4,1,28.98,3.67,0,3.22
2022,4,2,29.52,4.53,0,2.76
2022,4,3,30.26,5.32,0,3.01
2022,4,4,31.22,5.72,0,3.25
2022,4,5,31.43,6.71,0,3
2022,4,6,31.3,7.99,0.01,3.52
2022,4,7,31.25,6.25,0,3.34
2022,4,8,31.85,5.53,0,3.05
2022,4,9,30.01,8.87,0,4.25
2022,4,10,29.64,9.46,0,3.63
2022,4,11,30.03,9.32,0,3.48
2022,4,12,30.56,7.96,0,2.73
2022,4,13,30.44,7.12,0,3
2022,4,14,29.52,8.6,0,3.53
2022,4,15,28.27,10.07,0,4
2022,4,16,28.24,9.18,0,3.59
2022,4,17,28.77,8.98,0,3.51
2022,4,18,29.5,9.68,0,3.42
2022,4,19,29.24,8.07,0,3.98
2022,4,20,27.99,11.24,0,3.94
2022,4,21,30.98,8.09,0,4.02
2022,4,22,31.98,7.92,0.01,2.55
2022,4,23,32.43,7.63,0.05,2.04
2022,4,24,31.29,8.29,0,3.69
2022,4,25,31.58,7.89,0,3.15
2022,4,26,31.84,6.95,0,3.32
2022,4,27,32.5,7.11,0,3.83
2022,4,28,33.23,7.55,0,4.05
2022,4,29,31.9,8.82,0,4.06
2022,4,30,30.76,9.06,0,4.56
2022,5,1,29.49,11.8,0,4.71
2022,5,2,29.5,12.45,0,4.42
2022,5,3,29.03,13.62,0,4.52
2022,5,4,29.35,11.1,0,3.31
2022,5,5,29.44,11.02,0,3.94
2022,5,6,30.41,11.79,0,3.53
2022,5,7,30.81,10.75,0,3.78
2022,5,8,32.31,9.86,0,3.39
2022,5,9,31.52,11.46,0,5.48
2022,5,10,31.26,13.26,0,6.16
2022,5,11,31.51,13.37,0,4.71
2022,5,12,30.48,15.56,0,6.32
2022,5,13,29.67,14.54,0,6.56
2022,5,14,29.67,14.36,0,6.45
2022,5,15,29.91,14.79,0,6.06
2022,5,16,30.17,15.22,0,5.11
2022,5,17,29.55,14.23,0,4.88
2022,5,18,29.68,12.94,0,4.82
2022,5,19,30.44,13.2,0.24,4.29
2022,5,20,29.06,13.57,0.09,6.17
2022,5,21,27.66,14.95,0,8.09
2022,5,22,27.44,15.8,0,8.63
2022,5,23,27.91,16.48,5.08,8
2022,5,24,27.27,16.88,5.54,6.53
2022,5,25,27.54,15.53,0.32,5.03
2022,5,26,27.32,15.09,0,5.67
2022,5,27,27.34,15.3,0,6.78
2022,5,28,27.78,15.62,0,6.8
2022,5,29,27.53,15.53,0,6.94
2022,5,30,27.99,15.39,0,6.34
2022,5,31,28.48,14.87,0.01,5.86
2022,6,1,28.96,14.82,0.02,5.83
2022,6,2,29.12,13.56,0,5.86
2022,6,3,28.93,13.74,0,5.98
2022,6,4,29.34,13.25,0,5.72
2022,6,5,29.54,14.23,0.15,4.93
2022,6,6,29.05,14.43,0.04,5.65
2022,6,7,28.31,14.43,0,5.9
2022,6,8,28.37,16.08,0,5.95
2022,6,9,27.84,16.47,4.36,5.41
2022,6,10,26.89,17.6,5.43,4.32
2022,6,11,26.38,17.61,10.46,5.03
2022,6,12,25.94,17.15,1.53,4.6
2022,6,13,27.01,15.76,0.76,4.82
2022,6,14,27.33,15.7,0.33,5.2
2022,6,15,26.65,17.08,1.22,5.96
2022,6,16,26.74,17.07,1.77,5.49
2022,6,17,26.6,17.43,1.91,5.03
2022,6,18,27.01,16.71,1.43,5.37
2022,6,19,26.39,18.05,10.88,6.28
2022,6,20,25.55,18.83,32.53,7.24
2022,6,21,25.65,18.46,12.63,6.47
2022,6,22,24.92,18.45,25.87,3.52
2022,6,23,25.56,17.65,17.93,2.33
2022,6,24,24.87,18.56,13.86,1.65
2022,6,25,26.45,18.15,6.27,2.2
2022,6,26,26.16,18.11,4.1,3
2022,6,27,25.35,18.04,2.91,5.72
2022,6,28,25.12,18.15,13.51,5.95
2022,6,29,25.68,18.82,10.68,6.21
2022,6,30,24.69,18.82,27.32,6.63
2022,7,1,24.5,18.72,46.75,6.64
2022,7,2,24.8,18.71,29.4,6.77
2022,7,3,24.82,18.61,9.18,6.93
2022,7,4,24.38,18.81,38.79,7.06
2022,7,5,24.12,18.61,40.8,7.19
2022,7,6,24.58,18.87,41.89,6.75
2022,7,7,24.13,18.52,38.93,7.52
2022,7,8,23.77,18.63,61.58,8.09
2022,7,9,24.02,18.74,60.57,8.35
2022,7,10,23.44,18.53,71.79,7.64
2022,7,11,23.63,18.68,85.69,7.37
2022,7,12,23.18,18.19,69.71,8.82
2022,7,13,23.32,18.54,89.7,8.59
2022,7,14,23.06,18.26,79.66,7.75
2022,7,15,23.48,18.33,39.39,7.83
2022,7,16,23.94,18.57,21.4,8.04
2022,7,17,24.16,18.61,8.47,6.64
2022,7,18,23.12,17.91,20.36,6.56
2022,7,19,23.64,18.21,25.47,6.66
2022,7,20,23.84,18.2,13.27,6.88
2022,7,21,23.72,17.96,7.21,6.12
2022,7,22,23.33,17.7,5.37,5.28
2022,7,23,23.31,18.06,29.95,6.11
2022,7,24,23.44,18.02,28.77,6.66
2022,7,25,23.44,17.7,8.49,5.93
2022,7,26,23.22,17.61,6.06,4.42
2022,7,27,23.91,17.78,6.07,3.22
2022,7,28,24.19,17.8,3.53,2.17
2022,7,29,24.17,18.05,1.36,2.23
2022,7,30,24.01,17.99,1.4,2.72
2022,7,31,24.11,18.04,1.39,3.73
2022,8,1,24.2,17.9,1.12,4.26
2022,8,2,23.82,18.07,2.04,3.86
2022,8,3,24.47,18.6,10.66,3.59
2022,8,4,24.28,18.67,42.7,3.32
2022,8,5,24.21,18.51,44.2,3.56
2022,8,6,23.78,18.24,13.06,3.92
2022,8,7,23.27,17.44,33.85,3.01
2022,8,8,23.91,19.08,30.95,4.4
2022,8,9,23.63,18.58,21.76,6.59
2022,8,10,23.65,18.84,18.02,8.27
2022,8,11,23.31,18.16,22.2,10.71
2022,8,12,23.59,18.04,15.28,9.69
2022,8,13,23.45,17.86,13.35,8.2
2022,8,14,23.21,17.44,7.35,8.06
2022,8,15,22.35,17.22,33.32,7.48
2022,8,16,22.25,17.18,47.46,8.61
2022,8,17,23.16,17.64,25.87,8.4
2022,8,18,23.33,17.67,10.34,6.58
2022,8,19,23.57,17.8,5.24,6.34
2022,8,20,23.46,17.65,3.66,6.14
2022,8,21,23.2,17.55,3.24,6.14
2022,8,22,23.11,17.55,6.57,7.21
2022,8,23,23.89,18.08,9.35,6.94
2022,8,24,23.63,17.49,5.34,5.71
2022,8,25,23.71,17.55,2.11,4.5
2022,8,26,23.36,17.06,0.55,3.21
2022,8,27,23.13,16.51,0.05,3.27
2022,8,28,23.01,16.56,0.12,2.92
2022,8,29,23.57,16.46,0,2.1
2022,8,30,24.47,17.64,12.14,1.84
2022,8,31,24.99,18.76,60.94,1.92
2022,9,1,24.14,18.7,22.1,2.41
2022,9,2,25.85,19.01,1.88,1.55
2022,9,3,25.66,19.2,2.43,2.48
2022,9,4,24.39,19.04,5.83,3.03
2022,9,5,24.01,18.18,8.18,3.37
2022,9,6,23.9,17.88,8.67,2.14
2022,9,7,24.6,18.16,11.04,2.01
2022,9,8,25.14,18.85,74.44,2.13
2022,9,9,25.29,19.28,4.54,2.59
2022,9,10,25.45,19.17,7,1.68
2022,9,11,25.25,19.83,10.94,2.55
2022,9,12,24.08,19.33,6.19,3.75
2022,9,13,23.43,18.49,27.71,5.49
2022,9,14,23.72,18.48,25.9,6.58
2022,9,15,24.04,18.82,40.92,7.41
2022,9,16,23.24,18.23,79.43,5.1
2022,9,17,23.52,18.42,29.03,4.43
2022,9,18,23.21,17.4,31.06,3.37
2022,9,19,22.61,16.84,10.56,4.42
2022,9,20,22.73,17.01,14.35,4.57
2022,9,21,22.6,16.87,7.64,4.65
2022,9,22,21.85,16.34,3.71,4.72
2022,9,23,21.98,16.48,1.67,4.49
2022,9,24,22.81,16.87,0.81,3.69
2022,9,25,23.01,16.9,1.09,2.8
2022,9,26,22.88,16.7,1.03,2.57
2022,9,27,23.42,17.16,0.89,2.08
2022,9,28,23.61,17.72,1.73,2.14
2022,9,29,22.89,17.33,2.77,2.61
2022,9,30,24.08,17.85,8.88,2.48
2022,10,1,23.59,17.27,3.48,2.63
2022,10,2,22.96,16.71,0.26,2.8
2022,10,3,22.66,16.19,0.01,2.67
2022,10,4,23.28,16.66,0.17,2.72
2022,10,5,22.74,16.29,0.24,3.47
2022,10,6,21.62,15.43,2.14,3.49
2022,10,7,23.9,17.97,20.21,2.35
2022,10,8,22.84,17.42,7.13,4.26
2022,10,9,23.68,17.56,0.64,2.9
2022,10,10,24.11,17.72,15.99,1.98
2022,10,11,24.37,17.9,23.82,1.42
2022,10,12,23.08,17.38,11.82,2.66
2022,10,13,22.49,15.43,3.92,3.26
2022,10,14,22.2,15.83,6.4,4.14
2022,10,15,21.01,12.88,0.96,4.65
2022,10,16,21.75,14.37,0.71,4.49
2022,10,17,24.14,17.78,8.92,2.9
2022,10,18,23.54,17.95,13.32,2.86
2022,10,19,23.78,17,14.9,2.08
2022,10,20,23.44,15.45,9.06,2.06
2022,10,21,23.15,16.53,4.51,3.85
2022,10,22,21.74,14.03,0.07,4.32
2022,10,23,19.73,11.46,0,3.7
2022,10,24,20.5,10.85,0,2.47
2022,10,25,20.69,10.86,0,2.06
2022,10,26,20.29,10.65,0,2.28
2022,10,27,19.88,10.95,0,2.87
2022,10,28,19.56,11.33,0,3.2
2022,10,29,19.6,11.36,0,3.62
2022,10,30,19.93,11.84,0,3.39
2022,10,31,19.88,11.52,0,3.54
2022,11,1,18.66,11.09,0,3.64
2022,11,2,18.74,10.93,0,3.88
2022,11,3,19.65,11.52,0,3.77
2022,11,4,19.71,11.36,0,3.49
2022,11,5,20.5,11.6,0,3.54
2022,11,6,21.28,11.33,0,2.82
2022,11,7,21.99,10.86,0,1.57
2022,11,8,22.27,11.76,0,1.5
2022,11,9,21.98,11.89,0,1.86
2022,11,10,20.37,12.12,0,3.52
2022,11,11,20.36,12.65,0,3.74
2022,11,12,20.04,12.21,0,3.95
2022,11,13,19.63,12.06,0,3.82
2022,11,14,20.45,11.44,0,2.28
2022,11,15,20.1,11.45,0,2.24
2022,11,16,18.94,10.66,0,3.13
2022,11,17,18.5,10.05,0,3.63
2022,11,18,17.5,9.39,0,4.04
2022,11,19,17.41,9.31,0,4.12
2022,11,20,16.19,8.18,0,4.07
2022,11,21,16.41,8.23,0,3.72
2022,11,22,16.98,8.93,0,3.66
2022,11,23,18.03,9.25,0,3.73
2022,11,24,18.65,9.66,0,3.08
2022,11,25,20.39,11.57,0,2.91
2022,11,26,20.23,11.86,0,2.5
2022,11,27,20.39,10.83,0,2.26
2022,11,28,21.16,8.63,0,1.48
2022,11,29,19.94,9.66,0,2.32
2022,11,30,19.36,10.32,0,3.49
2022,12,1,19,9.33,0,3.39
2022,12,2,20.13,8.92,0,2.24
2022,12,3,21.12,9.95,0,2.1
2022,12,4,21.91,12.95,0,2.14
2022,12,5,22.87,13.81,0,2.17
2022,12,6,21.95,12.31,0,2.82
2022,12,7,20.42,11.51,0,3.77
2022,12,8,18.33,7.93,0,4.27
2022,12,9,17.27,6.92,0,4.8
2022,12,10,18.97,8.16,0,3.59
2022,12,11,22.25,12.51,0,3.64
2022,12,12,23,14.41,0,3.5
2022,12,13,23.49,15.03,0.19,3.28
2022,12,14,22.6,14.52,2.01,2.9
2022,12,15,22.04,14.79,7.19,2.9
2022,12,16,23.23,13.71,0,2.43
2022,12,17,23.11,13.55,0,3.2
2022,12,18,22.11,11.23,0,3.4
2022,12,19,20.71,9.09,0,3.63
2022,12,20,20.43,8.58,0,3.32
2022,12,21,21.65,8.72,0,2.45
2022,12,22,21.8,9.03,0,2.13
2022,12,23,20.9,8.63,0,2.52
2022,12,24,18.67,6.36,0,2.63
2022,12,25,18.97,7.68,0,2.83
2022,12,26,20.35,9.24,0,2.5
2022,12,27,20.91,9.48,0,2.6
2022,12,28,21.26,7.87,0,1.95
2022,12,29,20.64,7.59,0,1.94
2022,12,30,20.69,7.49,0,1.99
2022,12,31,19.33,7.41,0,3.01
2023,1,1,19.07,7.43,0,2.72
2023,1,2,19.37,7.34,0,3.2
2023,1,3,19.03,7.08,0,3.63
2023,1,4,18.13,7.92,0,4.55
2023,1,5,19.48,10.24,0,4.69
2023,1,6,20.72,11.44,0,4.26
2023,1,7,20.68,10.51,0,4.17
2023,1,8,19.03,6.38,0,3.82
2023,1,9,18.7,4.74,0,3.11
2023,1,10,19.16,4.6,0,3.27
2023,1,11,19.66,4.91,0,2.93
2023,1,12,19.61,5.09,0,2.34
2023,1,13,18.09,7.82,0,2.86
2023,1,14,17,4.84,0,2.9
2023,1,15,18.38,5.32,0,3.21
2023,1,16,19.8,4.65,0,2.37
2023,1,17,19.38,4.63,0,2.66
2023,1,18,19.92,5.43,0,3.01
2023,1,19,21.36,5.56,0,2.7
2023,1,20,21.68,5.93,0,2.2
2023,1,21,20.69,6.56,0,2.44
2023,1,22,19.21,5.71,0,2.94
2023,1,23,18.81,5.63,0,2.75
2023,1,24,18.17,5.94,0.42,2.71
2023,1,25,18.56,5.78,0.19,2.45
2023,1,26,20,8.19,0.03,3.11
2023,1,27,22.41,9.5,0,4.26
2023,1,28,23.04,7.99,0,3.99
2023,1,29,21.77,9.5,0,3.3
2023,1,30,21.86,10.36,0,2.42
2023,1,31,22.01,8.16,0,4.83
2023,2,1,21.95,8.32,0,5.12
2023,2,2,21.9,6.31,0,4.32
2023,2,3,21.78,3.86,0,3.52
2023,2,4,21.82,3.35,0,2.81
2023,2,5,22.37,3.47,0,3.11
2023,2,6,22.42,3.24,0,2.73
2023,2,7,21.59,4.61,0,3.1
2023,2,8,22.93,3.66,0,3.43
2023,2,9,23.78,3.63,0,3.29
2023,2,10,24.28,3.32,0,2.46
2023,2,11,24.01,3.34,0,2.73
2023,2,12,22.98,3.98,0,4.21
2023,2,13,23.54,2.99,0,4.07
2023,2,14,23.94,2.44,0,3.64
2023,2,15,24.12,2.6,0,4.1
2023,2,16,25.12,3.13,0,3.91
2023,2,17,25.03,3.24,0,4.1
2023,2,18,25,3.29,0,4.07
2023,2,19,25.43,3.29,0,3.76
2023,2,20,25.26,2.9,0,2.47
2023,2,21,25.67,3.08,0,2.58
2023,2,22,25.01,3.44,0,2.97
2023,2,23,25.13,2.79,0,2.51
2023,2,24,25.03,3.33,0,2.89
2023,2,25,25.21,3.14,0,2.84
2023,2,26,25.08,2.66,0,2.93
2023,2,27,24.9,2.93,0,3.26
2023,2,28,25.64,3.65,0,2.97
2023,3,1,26.01,4.3,0,2.09
2023,3,2,26.51,5.17,0,2.69
2023,3,3,27.54,5.95,0,2.64
2023,3,4,28.45,6.31,0,2.09
2023,3,5,28.24,6.97,1.28,3.17
2023,3,6,26.67,8.22,5.03,3.29
2023,3,7,25.67,7.71,0.14,3.45
2023,3,8,25.63,6.99,0.13,2.61
2023,3,9,25.79,5.67,0.05,2.97
2023,3,10,25.42,4.71,0,3.11
2023,3,11,26.27,5.33,0,2.64
2023,3,12,27.93,6.51,0,2.8
2023,3,13,28.41,6.13,0,3
2023,3,14,27.83,7.05,0.17,1.92
2023,3,15,27.02,8.15,2.19,2.14
2023,3,16,24.93,10.13,1.38,2.83
2023,3,17,25.11,10.29,0.51,2.81
2023,3,18,24.52,9.3,2.49,2.48
2023,3,19,23.26,9.65,3.16,2.48
2023,3,20,22.37,10.43,0.48,3.72
2023,3,21,22.31,10.51,3.13,3.37
2023,3,22,22.5,9.9,0.02,3.28
2023,3,23,22.47,10.57,0,3.61
2023,3,24,23.35,10.16,0,3.57
2023,3,25,22.21,7.71,0,3.49
2023,3,26,22.91,7.67,0,3.25
2023,3,27,23.63,9.09,0,3.29
2023,3,28,24.44,9.09,0,2.86
2023,3,29,25.4,8.69,0,3.32
2023,3,30,24.2,10.4,0,4.05
2023,3,31,23.63,8.8,0,4.47
2023,4,1,23.92,8.79,0,3.09
2023,4,2,25.08,9.37,0,3.12
2023,4,3,25.03,9.38,0,3.21
2023,4,4,25.99,9.29,0,3.35
2023,4,5,27.8,7.94,0,2.95
2023,4,6,28.38,8.22,0,2.97
2023,4,7,29.09,7.57,0.23,2.49
2023,4,8,29.86,8.38,0.67,2.01
2023,4,9,29.91,9.52,0.27,1.73
2023,4,10,30.46,10.39,0.95,2.4
2023,4,11,31.32,9.15,0.42,2.36
2023,4,12,30.84,9.29,0.17,2.21
2023,4,13,30.13,8.92,0.8,2.39
2023,4,14,28.82,8.81,0.01,2.62
2023,4,15,29.75,8.15,2.62,1.95
2023,4,16,29.74,8.09,0.95,2.53
2023,4,17,29.47,7.78,0.2,2.34
2023,4,18,31.14,8,0,2.76
2023,4,19,31.34,8.49,0.37,3.09
2023,4,20,29.46,8.33,0.23,3.51
2023,4,21,27.23,9.78,0.17,3.95
2023,4,22,26.62,10.42,0,3.94
2023,4,23,27.32,10.22,0,3.83
2023,4,24,28.36,6.91,0,2.81
2023,4,25,29.5,5.01,0,2.67
2023,4,26,27.17,10.58,0,3.42
2023,4,27,27.69,11.54,0.06,3.28
2023,4,28,27.69,11.9,1.46,3.18
2023,4,29,26.55,10.8,0.43,3.51
2023,4,30,25.96,11.25,0.52,4.02
2023,5,1,25.87,9.63,0.07,3.8
2023,5,2,25.57,11.89,4.76,3
2023,5,3,26.59,12.52,0.39,3.33
2023,5,4,27.41,12.42,0.9,1.8
2023,5,5,28.27,12.63,0.2,2.17
2023,5,6,28.55,13.28,0.01,3.09
2023,5,7,28.56,13.57,0.41,3.3
2023,5,8,29.5,13.39,0.15,3.13
2023,5,9,30.89,12.3,0.08,2.82
2023,5,10,32.01,9.89,0,3.5
2023,5,11,32.05,8.03,0,3.25
2023,5,12,31.45,10.14,0,3.97
2023,5,13,31.14,11.27,0,4.52
2023,5,14,29.75,12.55,0,5.52
2023,5,15,28.58,13.88,0,5.32
2023,5,16,28.37,14.71,0,5.05
2023,5,17,29.3,13.59,0,4.59
2023,5,18,29.49,12.4,0,3.98
2023,5,19,30,12.08,0,3.92
2023,5,20,29.64,13.64,0,4.16
2023,5,21,29.92,13.27,0,4.49
2023,5,22,29.83,12.37,0,4.29
2023,5,23,29.88,11.59,0,4
2023,5,24,28.94,12.62,0,5.6
2023,5,25,28.3,13.54,0.02,6.2
2023,5,26,28.22,13.64,0.51,6.3
2023,5,27,27.6,14.92,0,6.51
2023,5,28,28.41,14.85,0,5.36
2023,5,29,30.22,13.29,0.12,3.74
2023,5,30,30.77,11.34,0.03,3.74
2023,5,31,30.85,11.16,0,3.58
2023,6,1,30.14,11.68,0,4.27
2023,6,2,28.12,13.85,0.2,5.5
2023,6,3,27.61,15.9,0.06,4.99
2023,6,4,28.14,15.7,1.46,3.94
2023,6,5,28.09,15.66,1.89,4.48
2023,6,6,29.02,15.42,0.03,4.66
2023,6,7,28.93,15.1,0.07,4.83
2023,6,8,29.17,15.81,0.07,4.42
2023,6,9,29.27,16.67,0.36,4.58
2023,6,10,28.39,17.29,1.33,4.91
2023,6,11,29.14,15.53,0.6,5.42
